"source","TC","step","substep","method","cmd_keyword","replace","lastlog_keyword","para_name","add_cmd","message","waittime","diff_session","notice"
"Matter_V_1_2_TestPlanVerificationSteps_Auto.xlsx","4.1.15. [TC-CADMIN-1.15] Removing Fabrics from DUT and Fabric index enumeration using ECM [DUT - Commissionee]","12","1","replace","36217551633","var:ManualCode33","","","","","","","Kenny"
"Matter_V_1_2_TestPlanVerificationSteps_Auto.xlsx","4.1.13. [TC-CADMIN-1.13] Open commissioning window twice on DUT using BCM then ECM [DUT - Commissionee]","7","1","replace","34970112332","py:--manual-code","","","","","","","Kenny"
"Matter_V_1_2_TestPlanVerificationSteps_Auto.xlsx","4.1.13. [TC-CADMIN-1.13] Open commissioning window twice on DUT using BCM then ECM [DUT - Commissionee]","8","2","replace","34970112332","py:--manual-code","","","","","","","Kenny"
"Matter_V_1_2_TestPlanVerificationSteps_Auto.xlsx","4.1.13. [TC-CADMIN-1.13] Open commissioning window twice on DUT using BCM then ECM [DUT - Commissionee]","11","1","waittime","","","","","","","510","","Kenny"
"Matter_V_1_2_TestPlanVerificationSteps_Auto.xlsx","4.1.13. [TC-CADMIN-1.13] Open commissioning window twice on DUT using BCM then ECM [DUT - Commissionee]","17","1","waittime","","","","","","","210","","Kenny"
"Matter_V_1_2_TestPlanVerificationSteps_Auto.xlsx","4.1.13. [TC-CADMIN-1.13] Open commissioning window twice on DUT using BCM then ECM [DUT - Commissionee]","19","1","waittime","","","","","","","190","","Kenny"
"Matter_V_1_2_TestPlanVerificationSteps_Auto.xlsx","4.1.11. [TC-CADMIN-1.11] Open commissioning window on DUT twice using ECM then BCM [DUT - Commissionee]","2","1","getlastlog","","","Manual pairing code:","ManualCode34","","","","","Kenny"
"Matter_V_1_2_TestPlanVerificationSteps_Auto.xlsx","4.1.11. [TC-CADMIN-1.11] Open commissioning window on DUT twice using ECM then BCM [DUT - Commissionee]","4","1","replace","35484132896","var:ManualCode34","","","","","","","Kenny"
"Matter_V_1_2_TestPlanVerificationSteps_Auto.xlsx","4.1.11. [TC-CADMIN-1.11] Open commissioning window on DUT twice using ECM then BCM [DUT - Commissionee]","5","1","getlastlog","","","Manual pairing code:","ManualCode35","","","","","Kenny"
"Matter_V_1_2_TestPlanVerificationSteps_Auto.xlsx","4.1.11. [TC-CADMIN-1.11] Open commissioning window on DUT twice using ECM then BCM [DUT - Commissionee]","5","2","replace","35484132896","var:ManualCode35","","","","","","","Kenny"
"Matter_V_1_2_TestPlanVerificationSteps_Auto.xlsx","4.1.11. [TC-CADMIN-1.11] Open commissioning window on DUT twice using ECM then BCM [DUT - Commissionee]","8","1","waittime","","","","","","","190","","Kenny"
"Matter_V_1_2_TestPlanVerificationSteps_Auto.xlsx","4.1.11. [TC-CADMIN-1.11] Open commissioning window on DUT twice using ECM then BCM [DUT - Commissionee]","12","1","waittime","","","","","","","510","","Kenny"
"Matter_V_1_2_TestPlanVerificationSteps_Auto.xlsx","4.1.5. [TC-CADMIN-1.5] Commissioning window handling timeout and revocation using ECM [DUT - Commissionee]","2","1","getlastlog","","","Manual pairing code:","ManualCode36","","","","","Kenny"
"Matter_V_1_2_TestPlanVerificationSteps_Auto.xlsx","4.1.5. [TC-CADMIN-1.5] Commissioning window handling timeout and revocation using ECM [DUT - Commissionee]","3","1","waittime","","","","","","","210","","Kenny"
"Matter_V_1_2_TestPlanVerificationSteps_Auto.xlsx","4.1.5. [TC-CADMIN-1.5] Commissioning window handling timeout and revocation using ECM [DUT - Commissionee]","4","1","replace","36177160937","var:ManualCode36","","","","","","","Kenny"
"Matter_V_1_2_TestPlanVerificationSteps_Auto.xlsx","4.1.5. [TC-CADMIN-1.5] Commissioning window handling timeout and revocation using ECM [DUT - Commissionee]","5","1","getlastlog","","","Manual pairing code:","ManualCode37","","","","","Kenny"
"Matter_V_1_2_TestPlanVerificationSteps_Auto.xlsx","4.1.5. [TC-CADMIN-1.5] Commissioning window handling timeout and revocation using ECM [DUT - Commissionee]","7","1","replace","36177160937","var:ManualCode37","","","","","","","Kenny"
"Matter_V_1_2_TestPlanVerificationSteps_Auto.xlsx","4.1.5. [TC-CADMIN-1.5] Commissioning window handling timeout and revocation using ECM [DUT - Commissionee]","11","1","getlastlog","","","Manual pairing code:","ManualCode38","","","","","Kenny"
"Matter_V_1_2_TestPlanVerificationSteps_Auto.xlsx","4.1.5. [TC-CADMIN-1.5] Commissioning window handling timeout and revocation using ECM [DUT - Commissionee]","13","1","replace","36177160937","var:ManualCode38","","","","","","","Kenny"
"Matter_V_1_2_TestPlanVerificationSteps_Auto.xlsx","4.1.5. [TC-CADMIN-1.5] Commissioning window handling timeout and revocation using ECM [DUT - Commissionee]","15","1","replace","36177160937","var:ManualCode38","","","","","","","Kenny"
